Translator,Field Name,KV NL Value,KV BEFR Value,Lengte KVNL,Lengte KV BEFR,Length difference,Untranslated?,Question to developer,Feedback/suggestion to translator,iOS Field Name,iOS Value,
Victoria,pref__allergies__eggs,Eieren,Œufs,6,4,67%,FALSE,,,,,
Victoria,pref__allergies__peanuts,Pinda's ,Cacahuètes,8,10,125%,FALSE,,,,,
Victoria,pref__allergies__nuts,Noten,Noix,5,4,80%,FALSE,,,,,
Victoria,pref__allergies__tropic_fruits,Tropische vruchten,Fruits tropicaux,18,16,89%,FALSE,,,,,
Victoria,pref__allergies__seafood,Zeevruchten,Fruits de mer,11,13,118%,FALSE,,,,,
Victoria,pref__health__vegan_diet,Veganistisch dieet,Régime végane,18,13,72%,FALSE,,,,,
Victoria,pref__health__title,Voorkeuren voor gezondheid,Préférences santé,26,17,65%,FALSE,,,,,
Victoria,pref__health__vegetarian_diet,Vegetarisch dieet,Régime végétarien,17,17,100%,FALSE,,,,,
Victoria,pref__health__gluten_free_diet,Glutenvrij dieet,Régime sans gluten,16,18,113%,FALSE,,,,,
Victoria,pref__health__organic_food,Biologisch,Biologique,10,10,100%,FALSE,,,,,
Victoria,pref__health__low__cal,Laag in caloriën,Pauvre en calories,16,18,113%,FALSE,,,,,
Victoria,pref__health__low__fat,Laag in vet,Pauvre en graisse,11,17,155%,FALSE,,,,,
Victoria,pref__health__low__glucose,Laag in glucose,Pauvre en glucose,15,17,113%,FALSE,,,,,
Victoria,pref__health__low__carb,Laag in caloriën,Pauvre en calories,16,18,113%,FALSE,,,,,
Victoria,pref__health__low__sodium,Laag in natrium,Faible en sodium,15,16,107%,FALSE,,,,,
Victoria,pref__health__low__protein,Laag in eiwit,Faible en protéines,13,19,146%,FALSE,,,,,
Victoria,pref__health__no_food_colorings,Geen toegvoegde kleurstoffen,Sans colorants ajoutés,28,22,79%,FALSE,,,,,
Victoria,pref__category__cart_detector,Winkelmand check,Vérification du panier,16,22,138%,FALSE,,Contrôler panier d'achats ??? -> Vérification du panier,,,
Victoria,pref__category__detecting_beacons,Detecteren van beacons,Détéction des beacons,22,21,95%,FALSE,,des -> de,,,
Victoria,pref__category__contents,Inhoud,Contenu,6,7,117%,FALSE,,,,,
Victoria,pref__category__analytics,Analyse ,Analyse,8,7,88%,FALSE,,,,,
Victoria,pref__category__images,Afbeeldingen,Images,12,6,50%,FALSE,,,,,
Victoria,pref__beacon_detector__|,enable,enable,6,6,100%,TRUE,,,,,
Victoria,,activity,activity,8,8,100%,TRUE,,,,,
Victoria,pref__beacon_detector__|__title,Detecterende bakens inschakelen,Detecterende bakens inschakelen,31,31,100%,TRUE,Should this be translated?,NO,,,
Victoria,,Beacons detecteren inschakelen,Beacons detecteren inschakelen,30,30,100%,TRUE,Should this be translated?,NO,,,
Victoria,pref__beacon_detector__|__summary,Om beacons te detecteren die in de buurt van het apparaat aanwezig zijn,Om beacons te detecteren die in de buurt van het apparaat aanwezig zijn,71,71,100%,TRUE,Should this be translated?,NO,,,
Victoria,,Om gedetecteerde beacons toe te voegen aan de lijst van ondersteunde beacons,Om gedetecteerde beacons toe te voegen aan de lijst van ondersteunde beacons,76,76,100%,TRUE,Should this be translated?,NO,,,
Victoria,pref__content__|,open_automatically,open_automatically,18,18,100%,TRUE,,,,,
Victoria,,close_automatically,close_automatically,19,19,100%,TRUE,,,,,
Victoria,,play_video,play_video,10,10,100%,TRUE,,,,,
Victoria,pref__content__||,,,0,0,#DIV/0!,TRUE,,,,,
Victoria,,automatically,automatically,13,13,100%,TRUE,,,,,
Victoria,,delay,delay,5,5,100%,TRUE,,,,,
Victoria,pref__content__||__title,,,0,0,#DIV/0!,TRUE,,,,,
Victoria,,Video automatisch afspelen,Lire automatiquement les vidéos,26,31,119%,FALSE,,Faire jouer automatiquement la vidéo ??? -> Lire automatiquement les vidéos / Lecture automatique des ...,,,
Victoria,,Videospelen vertraging,Délai lecture de vidéo,22,22,100%,FALSE,,,,,
Victoria,pref__content__||__summary,,,0,0,#DIV/0!,TRUE,,,,,
Victoria,,Video wordt automatisch afgespeeld,Lecture automatique des vidéos,34,30,88%,FALSE,,Vidéo joue automatiquement ??? -> Lecture automatique des vidéos,,,
Victoria,,Vertraging tussen openen en videoweergave,Délai entre l'ouverture et la lecture de la vidéo,41,49,120%,FALSE,,Délai entre ouverture et affichage de la vidéo ??? -> Délai entre l'ouverture et la lecture de la vidéo,,,
Victoria,pref__content__|__delay__title,,,0,0,#DIV/0!,TRUE,,,,,
Victoria,,Vertraging automatisch sluiten inhoud,Délai fermeture automatique du contenu,37,38,103%,FALSE,,,,,
Victoria,pref__content__|__delay__summary__2,,,0,0,#DIV/0!,TRUE,,,,,
Victoria,,De vertraging milliseconden tussen inhoud open en inhoud sluiten,Délai en millisecondes entre l'ouverture et la fermeture du contenu,64,67,105%,FALSE,Why should this be translated?,,,,
Victoria,pref__content__|__delay__summary__=,,,0,0,#DIV/0!,TRUE,,,,,
Victoria,,De vertraging in milliseconden tussen inhouddetectie en het openen van inhoudshulpmiddelen,De vertraging in milliseconden tussen inhouddetectie en het openen van inhoudshulpmiddelen,90,90,100%,TRUE,Should this be translated?,NO,,,
Victoria,pref__content__|__title,Open inhoud automatisch,Ouvrir automatiquement,23,22,96%,FALSE,,Automatiquement ouvrir le contenu ??? -> Ouvrir automatiquement,,,
Victoria,,Inhoud automatisch sluiten,Fermer automatiquement,26,22,85%,FALSE,,... fermer,,,
Victoria,pref__content__|__summary,Inhoud automatisch openen wanneer het product op de voorgrond staat,Inhoud automatisch openen wanneer het product op de voorgrond staat,67,67,100%,TRUE,Should this be translated?,NO,,,
Victoria,,Als de inhoud automatisch geopend is zal deze automatisch gesloten worden,Als de inhoud automatisch geopend is zal deze automatisch gesloten worden,73,73,100%,TRUE,Should this be translated?,NO,,,
Victoria,pref__analytics_enable__title,Activeer het versturen van applicatiegegevens,Activeer het versturen van applicatiegegevens,45,45,100%,TRUE,Should this be translated?,NO,,,
Victoria,pref__analytics_enable__summary,"Voor het versturen van gegevens over deze app, zodat we deze kunnen verbeteren","Voor het versturen van gegevens over deze app, zodat we deze kunnen verbeteren",78,78,100%,TRUE,Should this be translated?,YES,,,
Victoria,superup__host,www.superup.me,www.superup.me,14,14,100%,TRUE,,,,,
Victoria,superup__path_prefix__product,/share/product/,/share/product/,15,15,100%,TRUE,,,,,
Victoria,superup__path_prefix__content,/share/content/,/share/content/,15,15,100%,TRUE,,,,,
Victoria,superup__schema,http,http,4,4,100%,TRUE,,,,,
Victoria,superdrug__host,www.superdrug.com,www.superdrug.com,17,17,100%,TRUE,,,,,
Victoria,superdrug__product_path_prefix,/p/,/p/,3,3,100%,TRUE,,,,,
Victoria,superdrug__blog_path_prefix,/blog/,/blog/,6,6,100%,TRUE,,,,,
Victoria,superdrug__schema,http,http,4,4,100%,TRUE,,,,,
Victoria,watsons__host,www.watsons.com.sg,www.watsons.com.sg,18,18,100%,TRUE,,,,,
Victoria,watsons__path_prefix,/p/,/p/,3,3,100%,TRUE,,,,,
Victoria,watsons__schema,http,http,4,4,100%,TRUE,,,,,
Victoria,google_maps_key,AIzaSyCrYB6eHcjO8sf5ijf1aaP3Q7RGW0bgxNw,AIzaSyCrYB6eHcjO8sf5ijf1aaP3Q7RGW0bgxNw,39,39,100%,TRUE,,,,,
Victoria,product__list_trash_text,Verwijderen,Supprimer,11,9,82%,FALSE,,Éliminer -> Supprimer,,,
Victoria,product__list_home_delivery_only,Alleen thuisbezorging mogelijk,Livraison à domicile uniquement,30,31,103%,FALSE,,,DeliveryLabel,Alleen thuisbezorging mogelijk,
Victoria,product__transition_name,product%s,produit%s,9,9,100%,FALSE,,,,,
Victoria,product__unit__item,Product,Produit,7,7,100%,FALSE,,,SupportingViews,Product,
Victoria,product__unit__items,Producten,Produits,9,8,89%,FALSE,,,ProductsCountPlural,Producten,
Victoria,product__unit__gram,gram,gramme(s),4,9,225%,FALSE,,,,,
Victoria,product__unit__kilo,kilo,kilo(s),4,7,175%,FALSE,,,,,
Victoria,product__unit__libra,"lbs, FALSE","lbs, FALSE",10,10,100%,TRUE,,,,,
Victoria,product__unit__litter,"ltr, FALSE","ltr, FALSE",10,10,100%,TRUE,,,,,
Victoria,product__no__brand_error,Product is helaas niet op voorraad,Le produit est en rupture de stock,34,34,100%,FALSE,,,,,
Victoria,product__no__barcode_error,"Sorry, er ging iets fout","Désolés, une erreur est survenue",24,32,133%,FALSE,,,,,
Victoria,path__play,"M16,24L38,24L27.3,30.8L16,38ZM16,10L27.3,17.2L38,24L16,24Z","M16,24L38,24L27.3,30.8L16,38ZM16,10L27.3,17.2L38,24L16,24Z",58,58,100%,TRUE,,,,,
Victoria,path__pause,"M12,10L20,10L20,38L12,38ZM28,10L36,10L36,38L28,38Z","M12,10L20,10L20,38L12,38ZM28,10L36,10L36,38L28,38Z",50,50,100%,TRUE,,,,,
Victoria,error__|,304,304,3,3,100%,TRUE,,,,,
Victoria,,400,400,3,3,100%,TRUE,,,,,
Victoria,,401,401,3,3,100%,TRUE,,,,,
Victoria,,404,404,3,3,100%,TRUE,,,,,
Victoria,error__|__=,"Sorry, er ging iets fout","Désolés, une erreur est survenue",24,32,133%,FALSE,,,,,
Victoria,,"Sorry, er ging iets fout","Désolés, une erreur est survenue",24,32,133%,FALSE,,,,,
Victoria,,"Sorry, er ging iets fout","Désolés, une erreur est survenue",24,32,133%,FALSE,,,,,
Victoria,,"Sorry, er ging iets fout","Désolés, une erreur est survenue",24,32,133%,FALSE,,,,,
Victoria,error__|__msg,Deze gebruiker is al geregistreerd,Cet utilisateur est déjà enregistré,34,35,103%,FALSE,,Cette -> Cet,,,
Victoria,,Controleer het mailadres,Veuillez vérifier l'adresse e-mail,24,34,142%,FALSE,,Contrôlez -> Veuillez vérifier,EmailValidationError,Controleer het mailadres,
Victoria,,Controleer de inloggegevens,Veuillez vérifier les données de connexion,27,42,156%,FALSE,,idem,,,
Victoria,,Controleer de inloggegevens,Veuillez vérifier les données de connexion,27,42,156%,FALSE,,idem,,,
Victoria,error__unknown,"Onbekende fout, probeer opnieuw.","Erreur inconnue, veuillez réessayer.",32,36,113%,FALSE,,"Faute -> Erreur
essayez à nouveau -> veuillez réessayer",RegistrationError,Onbekende fout,
Victoria,products_information_page__label__attributes,Eigenschappen,Propriétés,13,10,77%,FALSE,,,Preperties,Eigenschappen,
Victoria,products_information_page__label__online_prices,Prijzen online,Prix en ligne,14,13,93%,FALSE,,,,,
Victoria,products_information_page__label__offline_prices,Prijzen in winkels,Prix en magasin,18,15,83%,FALSE,,,,,
Victoria,products_information_page__label__attribute_per_100_grams,gr.,g,3,1,33%,FALSE,,,,,
Victoria,products_information_page__label__description,Beschrijving,Description,12,11,92%,FALSE,,,,,
Victoria,products_information_page__rating_general,Gemiddelde score: %1$.1f (van %2$d totaal),Score moyen : %1$.1f (d'un total de %2$d),42,41,98%,FALSE,,,RatingLabelWIthRatesPt1,Gemiddelde score,
Victoria,products_information_page__promo_double_deals__disabled,Of,Ou,2,2,100%,FALSE,,,,,
Victoria,products_information_page__promo_double_deals__enabled,En,Et,2,2,100%,FALSE,,,,,
Victoria,share__data_chooser_title,Gedeeld contact ,Contact partagé,16,15,94%,FALSE,,vertaald,,,
Victoria,share__product,Deel dit product,Partager ce produit,16,19,119%,FALSE,,,,,
Victoria,share__content,Deel deze gegevens,Partager ces données,18,20,111%,FALSE,,,,,
Victoria,input_form__credit_card__invalid_credit_card_number_message,Contoleer het nummer van je creditcard,Veuillez vérifier le numéro de votre carte de crédit,38,52,137%,FALSE,,,,,
Victoria,input_form__credit_card__hint__card_number,Creditcardnummer,Numéro de carte de crédit,16,25,156%,FALSE,,,CreditCardNumber,Creditcardnummer,
Victoria,input_form__credit_card__hint__cvv,Controleer de CVV,Veuillez vérifier le CVV,17,24,141%,FALSE,,,,,
Victoria,input_form__credit_card__hint__first_name,Voornaam,Prénom,8,6,75%,FALSE,,,FirstNamePlaceholder,Voornaam,
Victoria,input_form__credit_card__hint__last_name,Achternaam,Nom de famille,10,14,140%,FALSE,,,,,
Victoria,input_form__credit_card__hint__passport_id,Paspoortnummer,Numéro de passeport,14,19,136%,FALSE,passport or identity card ?,"carte d'identité -> passeport
>>> waarom wordt om een paspoortnummer gevraagd? en niet een identiteitskaartnummer? is dit een verschil NL vs VL",,,
Victoria,input_form__credit_card__hint__valid_date,Geldig tot,Valable jusqu'au,10,16,160%,FALSE,,,,,
Victoria,input_form__credit_card__dialog__message_duplicate_card,Het lijkt erop dat deze creditcard al wordt gebruikt. Weet je zeker dat je deze wilt toevoegen?,Il semble que cette carte de crédit est déjà utilisée. Êtes-vous sûr(e) de vouloir l'ajouter ?,95,94,99%,FALSE,,"en usage -> utilisée.
sûre -> sûr(e)
ajouter ceci -> l'ajouter",,,
Victoria,input_form__credit_card__dialog__title_duplicate_card,Duplicaat van creditcard,Double de la carte de crédit,24,28,117%,FALSE,,,,,
Victoria,input_form__credit_card__read_phone_permission__tittle,Veiligheidsfout,Erreur de sécurité,15,18,120%,FALSE,,,,,
Victoria,input_form__credit_card__read_phone_permission__message,We hebben je toestemming nodig om deze gegevens veilig te bewaren. Weet je zeker dat je geen toestemming wilt geven?,Nous avons besoin de votre accord pour sauvegarder vos données de façon sûre. Êtes-vous sûr(e) de ne pas vouloir donner votre accord ?,116,134,116%,FALSE,,sûre -> sûr(e),,,
Victoria,input_form__credit_card__address_already_exists,Dit adres is al in gebruik. Probeer opnieuw,Cette adresse est déjà utilisée. Veuillez réessayer,43,51,119%,FALSE,,,,,
Victoria,input_form__credit_card__cvv_validation_too_short,Controleer de CVV,Veuillez vérifier le CVV,17,24,141%,FALSE,,,,,
Victoria,input_form__club_membership__choose_retailer,Klik om winkel te kiezen,Tapez ici pour choisir votre magasin,24,36,150%,FALSE,,,,,
Victoria,input_form__club_membership__successful_verification,Succesvol geverifieerd. Klik als je opnieuw wilt inloggen,Vérification réussie. Tapez si vous voulez vous reconnecter,57,59,104%,FALSE,,connecter à nouveau -> reconnecter,,,
Victoria,input_form__club_membership__not_verified,"Je hebt deze nog niet geverifieerd, klik als je nu wilt controleren","Vous ne l'avez pas encore vérifié, veuillez taper pour le faire maintenant",67,74,110%,FALSE,,si vous voulez -> pour,,,
Victoria,input_form__club_membership__have_all_cards,Heb je al kaarten van alle winkels?,Vous avez déjà les cartes de tous les magasins ?,35,48,137%,FALSE,,des cartes -> les,,,
Victoria,input_form__club_membership__forgot_password,Wachtwoord vergeten?,J'ai oublié mon mot de passe,20,28,140%,FALSE,,,ForgotButtonText,Wachtwoord vergeten?,
Victoria,input_form__address__current_location__title,Huidige locatie,Localisation actuelle,15,21,140%,FALSE,,,CurrentLocationAlertTitle,Huidige locatie,
Victoria,input_form__address__current_location__message,Wil je je huidige locatie gebruiken als adres?,Vous voulez utiliser votre localisation actuelle en tant qu'adresse ?,46,69,150%,FALSE,,,,,
Victoria,input_form__address__empty_address_information_title,"Sorry, er ging iets fout","Désolés, une erreur est survenue",24,32,133%,FALSE,,,,,
Victoria,input_form__address__hint__apartment,Toevoeging,Ajout,10,5,50%,FALSE,,,ApartmentPlaceholder,Toevoeging,
Victoria,input_form__address__hint__city,Plaats,Ville,6,5,83%,FALSE,,,CityPlaceholder,Plaats,
Victoria,input_form__address__hint__floor,Vloer,Étage,5,5,100%,FALSE,,,,,
Victoria,input_form__address__hint__house,Huisnummer,Numéro de maison,10,16,160%,FALSE,,,,,
Victoria,input_form__address__hint__name,Naam,Nom,4,3,75%,FALSE,,,CartNameLabel,Naam,
Victoria,input_form__address__hint__street,Straat,Rue,6,3,50%,FALSE,,,StreetPlaceholder,Straat,
Victoria,input_form__address__hint__zip_code,Postcode,Code postal,8,11,138%,FALSE,,,ZipCodePlaceholder,Postcode,
Victoria,input_form__address__address_already_exists,Dit adres is al in gebruik. Probeer opnieuw,Cette adresse est déjà utilisée. Veuillez réessayer,43,51,119%,FALSE,,,AddressExistsError,Dit adres is al in gebruik. Probeer Opnieuw,
Victoria,input_form__address__connection_failed,"Oeps, de verbinding is verbroken","Oups, la connexion a été coupée",32,31,97%,FALSE,,,,,
Victoria,input_form__address__home,Thuis,Maison,5,6,120%,FALSE,,,HomeButtonTitle,Thuis,
Victoria,input_form__address__office,Kantoor,Bureau,7,6,86%,FALSE,,,,,
Victoria,input_form__address__other,Overig,Autres,6,6,100%,FALSE,,,,,
Victoria,input_form__general_error,Fout,Erreur,4,6,150%,FALSE,,,,,
Victoria,input_form__error_please_try_again,Probeer opnieuw,Veuillez réessayer,15,18,120%,FALSE,,,,,
Victoria,input_form__empty_validator_message,Kan niet leeg zijn,Doit être rempli,18,16,89%,FALSE,,,EmptyErrorText,Kan niet leeg zijn,
Victoria,input_form__something_wrong,"Oeps, er ging iets mis. Probeer opnieuw.","Oups, une erreur est survenue. Veuillez réessayer.",40,50,125%,FALSE,,,,,
Victoria,fragment__captcha_code_hint__input_code,Invoercode,Code,10,4,40%,FALSE,,,,,
Victoria,fragment__captcha_code_hint__confirm,Bevestig,Confirmer,8,9,113%,FALSE,,,,,
Victoria,fragment__content_button_text__categories,menu,menu,4,4,100%,TRUE,,,,,
Victoria,fragment__content_button_text__scan,scan,scanner,4,7,175%,FALSE,,,,,
Victoria,fragment__content_button_text__cart,voeg toe,ajouter,8,7,88%,FALSE,,,AddToBasketDigital,Voeg toe,
Victoria,fragment__content_button_text__flash,flits,flash,5,5,100%,FALSE,,flits -> flash,,,
Victoria,fragment__content_button_text__microphone,spraak,microphone,6,10,167%,FALSE,,fonction vocale -> microphone,,,
Victoria,fragment__content_button_text__home,home,home,4,4,100%,TRUE,,,,,
Victoria,fragment__content_button_text__close,sluiten,fermer,7,6,86%,FALSE,,,,,
Victoria,fragment__content_button_text__search,zoek,chercher,4,8,200%,FALSE,,,SearchBarPlaceholder,Zoek,
Victoria,fragment__content_button_text__media,media,médias,5,6,120%,FALSE,,,,,
Victoria,fragment__beacon_detector_camera_permission_not_granted,Mogen we je camera gebruiken? Klik hier om toestemming te geven.,Pouvons-nous utiliser votre caméra ? Tapez ici pour donner votre accord.,64,72,113%,FALSE,,,,Mogen we je camera gebruiken? Klik hier om toestemming te geven.,
Victoria,fragment__object_detector_camera_permission_not_granted,Mogen we je camera gebruiken? Klik hier om toestemming te geven.,Pouvons-nous utiliser votre caméra ? Tapez ici pour donner votre accord.,64,72,113%,FALSE,,,,,
Victoria,fragment__menu_object_detection_recognition_error,"Sorry, we kunnen het product niet vinden. Probeer opnieuw","Désolés, nous ne retrouvons pas ce produit. Veuillez réessayer",57,62,109%,FALSE,,,,,
Victoria,clearable_auto_complete_text_view_hint,Voer plaats in....,Saisissez la ville ...,18,22,122%,FALSE,,,,,
Victoria,dialog__positive_response_button,Ja,Oui,2,3,150%,FALSE,,,,,
Victoria,dialog__negative_response_button,Nee,Non,3,3,100%,FALSE,,,,,
Victoria,dialog__response__ok,OK,OK,2,2,100%,TRUE,,,,,
Victoria,dialog__response__cancel,Annuleer,Annuler,8,7,88%,FALSE,,,,,
Victoria,shelf_activity_no_results_message,Geen resultaten voor %1$s,Aucun résultat pour %1$s,25,24,96%,FALSE,,,,,
Victoria,user_registration_no_platform_access,Neem contact op met Royal App admin om je toegang te verlenen tot relevante retailers' db,Veuillez contacter l'admin Royal App pour vous donner l'accès à la base de données des détaillants pertinents,89,109,122%,FALSE,,gelijkgetrokken,,,
Victoria,repoUrl,https://github.com/pro100svitlo/Credit-Card-NFC-Reader#questions-and-help,https://github.com/pro100svitlo/Credit-Card-NFC-Reader#questions-and-help,73,73,100%,TRUE,,,,,
Victoria,youtube_place_holder_url,https://img.youtube.com/vi/%s/hqdefault.jpg,https://img.youtube.com/vi/%s/hqdefault.jpg,43,43,100%,TRUE,,,,,
Victoria,notification_cart__|,update,update,6,6,100%,TRUE,,,,,
Victoria,,share,share,5,5,100%,TRUE,,,,,
Victoria,,unshare,unshare,7,7,100%,TRUE,,,,,
Victoria,,accept,accept,6,6,100%,TRUE,,,,,
Victoria,,user_change,user_change,11,11,100%,TRUE,,,,,
Victoria,notification_cart__|__title,Winkelmand update,Mise à jour panier d'achats,17,27,159%,FALSE,,Update -> Mise à jour,,,
Victoria,,Winkelmand gedeeld,Panier d'achats partagé,18,23,128%,FALSE,,,,,
Victoria,,Winkelmand wordt niet meer gedeeld,Panier d'achats n'est plus partagé,34,34,100%,FALSE,,,,,
Ans,notification_cart__|__name_phone,,,0,0,#DIV/0!,TRUE,,,,,
Ans,,"Gebruiker %1$s, met telefoonnummer: %2$s deelt winkelmand niet meer met u","L'utilisateur %1$s, avec le numéro de téléphone : %2$s ne partage plus son panier d'achats avec vous",73,100,137%,FALSE,,,,,
Ans,,"Gebruiker % 1$s, met telefoonnummer: %2$s accepteerd uw gedeelde winkelmand","L'utilisateur %1$s, avec le numéro de téléphone : %2$s a accepté votre panier d'achats partagé",75,94,125%,FALSE,,,,,
Ans,,"Gebruiker %1$s, met telefoonnummer: %2$s heeft aantal gebruikers voor de winkelmand gewijzigd","L'utilisateur %1$s, avec le numéro de téléphone : %2$s a modifié le nombre d'utilisateurs du panier d'achats",93,108,116%,FALSE,,,,,
Ans,notification_cart__|__accept_title,,,0,0,#DIV/0!,TRUE,,,,,
Ans,,Winkelmand geaccepteerd,Panier d'achats accepté,23,23,100%,FALSE,,,,,
Ans,notification_cart__|__name__change__=,,,0,0,#DIV/0!,TRUE,,,,,
Ans,,De naam van de gedeelde winkelmand is gewijzigd in %1$s?,Le nom du panier d'achats partagé a été changé en %1$s?,56,55,98%,FALSE,,,,,
Ans,notification_cart__|__name__change__title,,,0,0,#DIV/0!,TRUE,,,,,
Ans,,Naam winkelmand is gewijzigd,Le nom du panier d'achats a changé,28,34,121%,FALSE,,,,,
Ans,notification_cart__|__name__change__empty,,,0,0,#DIV/0!,TRUE,,,,,
Ans,,Naam gedeelde winkelmand is niet gevuld,Le nom du panier d'achats partagé est vide,39,42,108%,FALSE,,,,,
Ans,notification_cart__|__name__phone,,,0,0,#DIV/0!,TRUE,,,,,
Ans,,"Gebruiker %1$s, met telefoonnummer: %2$s deelt een winkelmand met u","L'utilisateur %1$s, avec le numéro de téléphone : %2$s partage son panier d'achats avec vous",67,92,137%,FALSE,,,,,
Ans,notification_cart__|__users_change_title,,,0,0,#DIV/0!,TRUE,,,,,
Ans,,Winkelmand gebruiker aangepast,Utilisateur du panier d'achats modifié,30,38,127%,FALSE,,,,,
Ans,notification_cart__|__phone,,,0,0,#DIV/0!,TRUE,,,,,
Ans,,Gebruiker met telefoonnummer: %1$s deelt een winkelmand met u,L'utilisateur avec le numéro de téléphone : %1$s partage son panier d'achats avec vous,61,86,141%,FALSE,,,,,
Ans,,Gebruiker met telefoonnummer: %1$s deelt winkelmand niet meer met u.,L'utilisateur avec le numéro de téléphone : %1$s ne partage plus son panier d'achats avec vous,68,94,138%,FALSE,,,,,
Ans,,Gebruiker met telefoonnummer: %1$s heeft uw gedeelde winkelmand geaccepteerd,L'utilisateur avec le numéro de téléphone : %2$s a accepté votre panier d'achats partagé,76,88,116%,FALSE,,,,,
Ans,,Gebruiker met telefoonnummer: %1$s heeft aantal gebruikers voor de winkelmand gewijzigd,L'utilisateur avec le numéro de téléphone : %1$s a modifié le nombre d'utilisateurs du panier d'achats,87,102,117%,FALSE,,,,,
Ans,notification_cart__|__response__positive,,,0,0,#DIV/0!,TRUE,,,,,
Ans,,Accepteren,Accepter,10,8,80%,FALSE,,,,,
Ans,notification_cart__|__response__negative,,,0,0,#DIV/0!,TRUE,,,,,
Ans,,Afwijzen,Refuser,8,7,88%,FALSE,,,,,
Ans,notification_cart__|__name,Winkelmand update: %1$s,Mise à jour du panier : %1$s,23,28,122%,FALSE,,,,,
Ans,notification_cart__|__product_change,%1$s wijzig aantal producten in de winkelmand in  %2$s,%1$s a changé le nombre de produits du panier en %2$s,54,53,98%,FALSE,,,,,
Ans,platform_name__boots,Boots,Boots,5,5,100%,TRUE,,,,,
Ans,platform_name__shufersal,Shufersal,Shufersal,9,9,100%,TRUE,,,,,
Ans,platform_name__kruidvat,Kruidvat,Kruidvat,8,8,100%,TRUE,,,,,
Ans,platform_name__cogo,Collect&Go,Collect&Go,10,10,100%,TRUE,,,,,
Ans,platform_name__superdrug,Superdrug,Superdrug,9,9,100%,TRUE,,,,,
Ans,platform_name__albertsons,Albertsons,Albertsons,10,10,100%,TRUE,,,,,
Ans,service__=,Klantenservice,Service Client,14,14,100%,FALSE,,,Service,Klantenservice,
Ans,service__download__download_failed,Downloaden is helaas niet gelukt,"Hélas, le téléchargement a échoué",32,33,103%,FALSE,,,,,
Ans,service__download__no_realm_db,Geen Realm-database in het ZIP-bestand,Aucune base de données Realm dans le fichier ZIP,38,48,126%,FALSE,,,,,
Ans,empty,FALSE,ONWAAR,5,6,120%,FALSE,,,,,
Ans,do__you_have_your_extra_advantage_card,Heb je een Jouw extra voordeelkaart?,Vous avez Votre carte maxi avantages ?,36,38,106%,FALSE,,,,,
Ans,do__no_have_your_card_yet,Heb je nog geen Jouw extra voordeelkaart?,Vous n'avez pas encore Votre carte maxi avantages ?,41,51,124%,FALSE,,,MiddleLabelText,Heb je nog geen Jouw extra voordeelkaart?,
Ans,edit_user_details,Wijzig profiel,Changer le profil,14,17,121%,FALSE,,,EditUser,Wijzig profiel,
Ans,tell_us_who_are_you,Vertel ons meer over jezelf,Parlons un peu de vous,27,22,81%,FALSE,,,TellUsMoreAboutView,Vertel ons meer over jezelf,
Ans,customer_service,Klantenservice,Service Client,14,14,100%,FALSE,,,,,
Ans,deep_link__schema,SuperUp,SuperUp,7,7,100%,TRUE,,,,,
Ans,deep_link__open_prefix,Open,Ouvert,4,6,150%,FALSE,,,,,
Ans,order_is_pending,Je bestelling is geplaatst. We gaan ermee aan de slag. Vragen? Onze klantenservice helpt je graag.,Votre commande a été passée. Nous allons procéder à son traitement. Des questions ? Notre service client se fera un plaisir de vous aider.,98,138,141%,FALSE,,,MiddleTextPaymentTimeOutLabel,Je bestelling is geplaatst. We gaan ermee aan de slag. Vragen? Onze klantenservice helpt je graag.,
Ans,license_agreement__=,Algemene Voorwaarden,Conditions Générales,20,20,100%,FALSE,,,,,
Ans,license_agreement__is_changed,Er is iets veranderd!,Quelque chose a changé !,21,24,114%,FALSE,,,UpdatedTopLabel,Er is iets veranderd!,
Ans,terms_amp_conditions,Algemene Voorwaarden,Conditions Générales,20,20,100%,FALSE,,,TermsAndConditions,Algemene Voorwaarden,
Ans,expired_session__title,"Sorry, deze sessie is verlopen","Désolés, la session a expiré",30,28,93%,FALSE,,,,,
Ans,expired_session__message,Probeer opnieuw in te loggen,Essayez de vous reconnecter,28,27,96%,FALSE,,,,,
Ans,enter__the_verification_code_we_sent_you,Vul de verificatiecode in die we per SMS hebben verzonden,Veuillez saisir le code de vérification que nous vous avons envoyé par SMS,57,74,130%,FALSE,,,WalkThroughScreen,Vul de verificatiecode in die we per SMS hebben verzonden,
Ans,enter__your_mobile_number_to_login,"Hoi!<br>Wat leuk dat je onze app hebt gedownload.<br>Om de app te installeren, vragen we je telefoonnummer. We sturen dan eenmalig een inlogcode naar dit nummer.","Bonjour !<br>Quelle bonne idée d'avoir téléchargé notre application.<br>Pour installer l'appli, nous avons besoin de votre numéro de téléphone. Nous enverrons un code de connexion unique à ce numéro.",161,199,124%,FALSE,,,,,
Ans,an_email__that_contains_a_link_to_reset_your_password_have_been_sent_to_you,Er is een e-mail verstuurd met instructie en link om een nieuw wachtwoord aan te maken.,Nous avons envoyé un e-mail avec des instructions et un lien pour créer un nouveau mot de passe.,87,96,110%,FALSE,,,BottomText,Er is een e-mail verstuurd met instructie en link om een nieuw wachtwoord aan te maken.,
